?	O	O
v	O	O
FPGDOC5vWI0	O	O
whose	O	O
production	O	O
not	O	O
only	O	O
touches	O	O
the	O	O
lives	O	O
of	O	O
patients	O	O
but	O	O
whose	O	O
proceeds	O	O
go	O	O
directly	O	O
to	O	O
pediatric	O	O
medical	O	O
research	O	O
.	O	O
image	O	O
Lucas	O	O
and	O	O
Samantha	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
Forwarded	O	O
message	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
From	O	O
Chelsea	O	O
Jones	O	O
chelseaj	O	O
@	O	O
princeton	O	O
.	O	O
edu	O	O
Date	O	O
Mon	O	O
,	O	O
Nov	O	O
10	O	O
,	O	O
2014	O	O
at	O	O
1	O	O
09	O	O
PM	O	O
Subject	O	O
RockyWire	O	O
BAC	O	O
SHOW	O	O
THIS	O	O
WEEKEND	O	O
!	O	O
!	O	O
!	O	O
To	O	O
RockyWire	O	O
@	O	O
princeton	O	O
.	O	O
edu	O	O
HEY	O	O
ROCKY	O	O
!	O	O
BAC	O	O
Dance	O	O
Company	O	O
invites	O	O
YOU	O	O
to	O	O
our	O	O
Fall	O	O
2014	O	O
Show	O	O
THE	O	O
ACADEMY	O	O
!	O	O
Friday	O	O
,	O	O
Nov	O	O
14	O	O
@	O	O
6	O	O
30	O	O
9pm	O	O
Saturday	O	O
,	O	O
Nov	O	O
15	O	O
@	O	O
6	O	O
30	O	O
9pm	O	O
Frist	LOCATION	O
Performance	LOCATION	O
Theater	LOCATION	O
Students	O	O
8	O	O
,	O	O
General	O	O
10	O	O
Students	O	O
Events	O	O
Eligible	O	O
!	O	O
Join	O	O
the	O	O
Event	O	O
Page	O	O
on	O	O
Facebook	O	O
https	O	O
www	O	O
.	O	O
facebook	O	O
.	O	O
com	O	O
events	O	O
1562151977333452	O	O
1562153267333323	O	O
?	O	O
notif_t	O	O
like	O	O
https	O	O
www	O	O
.	O	O
facebook	O	O
.	O	O
com	O	O
events	O	O
1562151977333452	O	O
1562153267333323	O	O
?	O	O
notif_t	O	O
like	O	O
Check	O	O
out	O	O
this	O	O
AWESOME	O	O
trailer	O	O
http	O	O
youtu	O	O
.	O	O
be	O	O
ohirtWyeR8A	O	O
http	O	O
youtu	O	O
.	O	O
be	O	O
ohirtWyeR8A	O	O
SEE	O	O
YOU	O	O
THERE	O	O
!	O	O
ORFE	O	O
Seniors	O	O
,	O	O
Your	O	O
senior	O	O
thesis	O	O
writing	O	O
group	O	O
leaders	O	O
Dan	O	O
Dan	O	O
will	O	O
host	O	O
a	O	O
1	O	O
-	O	O
1	O	O
.	O	O
5	O	O
hour	O	O
LaTeX	O	O
workshop	O	O
at	O	O
7pm	O	O
next	O	O
Wednesday	O	O
,	O	O
11	O	O
19	O	O
in	O	O
Sherrerd	LOCATION	O
Hall	LOCATION	O
Room	LOCATION	O
001	LOCATION	O
.	O	O
Pizza	O	O
will	O	O
be	O	O
provided	O	O
!	O	O
Please	O	O
RSVP	O	O
to	O	O
Tara	O	O
at	O	O
tzigler	O	O
@	O	O
princeton	O	O
.	O	O
edu	O	O
tzigler	O	O
@	O	O
princeton	O	O
.	O	O
edu	O	O
.	O	O
If	O	O
you	O	O
are	O	O
interested	O	O
but	O	O
this	O	O
time	O	O
does	O	O
not	O	O
work	O	O
for	O	O
you	O	O
,	O	O
let	O	O
us	O	O
know	O	O
-	O	O
-	O	O
we	O	O
will	O	O
reschedule	O	O
if	O	O
there	O	O
is	O	O
too	O	O
much	O	O
conflict	O	O
.	O	O
Do	O	O
bring	O	O
your	O	O
laptop	O	O
if	O	O
you	O	O
have	O	O
one	O	O
!	O	O
You'll	O	O
probably	O	O
learn	O	O
the	O	O
most	O	O
if	O	O
you	O	O
try	O	O
things	O	O
out	O	O
as	O	O
we	O	O
go	O	O
along	O	O
.	O	O
Try	O	O
to	O	O
install	O	O
LaTeX	O	O
and	O	O
an	O	O
editor	O	O
before	O	O
you	O	O
arrive	O	O
-	O	O
the	O	O
standards	O	O
are	O	O
MiKTeX	O	O
for	O	O
Windows	O	O
(	O	O
http	O	O
miktex	O	O
.	O	O
org	O	O
)	O	O
and	O	O
MacTeX	O	O
for	O	O
Mac	O	O
(	O	O
http	O	O
www	O	O
.	O	O
tug	O	O
.	O	O
org	O	O
mactex	O	O
)	O	O
,	O	O
and	O	O
both	O	O
should	O	O
come	O	O
with	O	O
an	O	O
editor	O	O
.	O	O
Otherwise	O	O
,	O	O
good	O	O
popular	O	O
editors	O	O
are	O	O
TeXnicCenter	O	O
for	O	O
Windows	O	O
(	O	O
http	O	O
www	O	O
.	O	O
texniccenter	O	O
.	O	O
org	O	O
)	O	O
and	O	O
TeXShop	O	O
for	O	O
Mac	O	O
(	O	O
http	O	O
pages	O	O
.	O	O
uoregon	O	O
.	O	O
edu	O	O
koch	O	O
texshop	O	O
obtaining	O	O
.	O	O
html	O	O
)	O	O
.	O	O
The	O	O
plan	O	O
for	O	O
the	O	O
workshop	O	O
is	O	O
to	O	O
go	O	O
over	O	O
the	O	O
basics	O	O
-	O	O
starting	O	O
from	O	O
a	O	O
template	O	O
-	O	O
typing	O	O
math	O	O
-	O	O
making	O	O
sections	O	O
,	O	O
a	O	O
table	O	O
of	O	O
contents	O	O
,	O	O
a	O	O
bibliography	O	O
,	O	O
an	O	O
abstract	O	O
,	O	O
an	O	O
appendix	O	O
,	O	O
etc	O	O
.	O	O
-	O	O
referring	O	O
to	O	O
numbered	O	O
items	O	O
(	O	O
equations	O	O
,	O	O
theorems	O	O
,	O	O
etc	O	O
.	O	O
)	O	O
-	O	O
making	O	O
tables	O	O
graphics	O	O
Let	O	O
us	O	O
know	O	O
if	O	O
you	O	O
have	O	O
any	O	O
questions	O	O
!	O	O
Our	O	O
website	O	O
also	O	O
has	O	O
some	O	O
useful	O	O
LaTeX	O	O
-	O	O
related	O	O
links	O	O
and	O	O
information	O	O
.	O	O
http	O	O
www	O	O
.	O	O
princeton	O	O
.	O	O
edu	O	O
dlacker	O	O
stwg	O	O
http	O	O
www	O	O
.	O	O
princeton	O	O
.	O	O
edu	O	O
7Edlacker	O	O
stwg	O	O
index	O	O
Dan	O	O
Dan	O	O
Mena	O	O
Youssef	O	O
sends	O	O
the	O	O
following	O	O
announcement	O	O
.	O	O
Thanks	O	O
,	O	O
Mena	O	O
.	O	O
Go	O	O
to	O	O
the	O	O
Science	O	O
and	O	O
Technology	O	O
Job	O	O
Fair	O	O
in	O	O
the	O	O
morning	O	O
then	O	O
come	O	O
to	O	O
this	O	O
lunch	O	O
.	O	O
Or	O	O
go	O	O
from	O	O
the	O	O
lunch	O	O
to	O	O
the	O	O
job	O	O
fair	O	O
before	O	O
it	O	O
closes	O	O
at	O	O
3	O	O
PM	O	O
.	O	O
-	O	O
-	O	O
Dean	O	O
Bogucki	O	O
Are	O	O
you	O	O
interested	O	O
in	O	O
the	O	O
next	O	O
generation	O	O
of	O	O
cars	O	O
?	O	O
Have	O	O
you	O	O
ever	O	O
heard	O	O
of	O	O
the	O	O
Google	O	O
self	O	O
-	O	O
driving	O	O
car	O	O
?	O	O
Want	O	O
to	O	O
learn	O	O
more	O	O
about	O	O
the	O	O
combination	O	O
of	O	O
transportation	O	O
and	O	O
technology	O	O
?	O	O
Perhaps	O	O
you	O	O
are	O	O
seeking	O	O
a	O	O
casual	O	O
talk	O	O
over	O	O
lunch	O	O
with	O	O
one	O	O
of	O	O
your	O	O
professors	O	O
?	O	O
This	O	O
talk	O	O
may	O	O
peek	O	O
your	O	O
interest	O	O
and	O	O
you	O	O
may	O	O
even	O	O
learn	O	O
something	O	O
that	O	O
could	O	O
impress	O	O
the	O	O
recruiters	O	O
at	O	O
the	O	O
job	O	O
fair	O	O
.	O	O
Princeton	O	O
Operations	O	O
Research	O	O
Society	O	O
(	O	O
PORS	O	O
)	O	O
cordially	O	O
invites	O	O
you	O	O
to	O	O
a	O	O
luncheon	O	O
talk	O	O
where	O	O
Professor	O	O
Kornhauser	O	O
,	O	O
a	O	O
professor	O	O
and	O	O
academic	O	O
representative	O	O
for	O	O
ORFE	O	O
and	O	O
teaches	O	O
Orf	O	O
467	O	O
Transportation	O	O
Systems	O	O
Planning	O	O
Analysis	O	O
and	O	O
ORF	O	O
401	O	O
Ecommerce	O	O
,	O	O
will	O	O
talk	O	O
about	O	O
some	O	O
of	O	O
his	O	O
research	O	O
involving	O	O
operations	O	O
research	O	O
and	O	O
the	O	O
transportation	O	O
and	O	O
or	O	O
commerce	O	O
sectors	O	O
.	O	O
DATE	O	O
Friday	O	O
,	O	O
October	O	O
10	O	O
Time	O	O
12pm	O	O
Location	O	O
003	LOCATION	O
Sherrerd	LOCATION	O
Hall	LOCATION	O
Food	O	O
and	O	O
refreshments	O	O
will	O	O
be	O	O
served	O	O
.	O	O
Please	O	O
kindly	O	O
RSVP	O	O
for	O	O
the	O	O
event	O	O
at	O	O
http	O	O
goo	O	O
.	O	O
gl	O	O
forms	O	O
UXDMGddYwh	O	O
.	O	O
Thanks	O	O
.	O	O
Kait	O	O
O	O	O
E2	O	O
80	O	O
99Neil	O	O
,	O	O
our	O	O
friend	O	O
at	O	O
Jane	O	O
Street	O	O
,	O	O
sends	O	O
the	O	O
following	O	O
annou	O	O
ncement	O	O
of	O	O
a	O	O
competition	O	O
that	O	O
sounds	O	O
like	O	O
fun	O	O
.	O	O
Thanks	O	O
,	O	O
Kait	O	O
!	O	O
-	O	O
-	O	O
Dean	O	O
Bogucki	O	O
Jane	O	O
Street	O	O
will	O	O
be	O	O
at	O	O
Princeton	O	O
next	O	O
week	O	O
for	O	O
an	O	O
Estimathon	O	O
,	O	O
which	O	O
combines	O	O
two	O	O
of	O	O
our	O	O
favorite	O	O
things	O	O
playing	O	O
games	O	O
and	O	O
calculating	O	O
large	O	O
numbers	O	O
.	O	O
The	O	O
Estimathon	O	O
is	O	O
an	O	O
original	O	O
Jane	O	O
Street	O	O
competition	O	O
and	O	O
a	O	O
mindbending	O	O
mix	O	O
of	O	O
math	O	O
and	O	O
trivia	O	O
.	O	O
You'll	O	O
work	O	O
in	O	O
teams	O	O
to	O	O
attempt	O	O
13	O	O
Ferm	O	O
i	O	O
problems	O	O
http	O	O
en	O	O
.	O	O
wikipedia	O	O
.	O	O
org	O	O
wiki	O	O
Fermi_problem	O	O
in	O	O
30	O	O
minutes	O	O
,	O	O
ranging	O	O
from	O	O
totally	O	O
trivial	O	O
to	O	O
positively	O	O
Putnamesque	O	O
.	O	O
Examples	O	O
of	O	O
past	O	O
questions	O	O
include	O	O
How	O	O
many	O	O
stop	O	O
signs	O	O
are	O	O
in	O	O
New	O	O
York	O	O
City	O	O
?	O	O
How	O	O
many	O	O
babies	O	O
were	O	O
born	O	O
in	O	O
1900	O	O
?	O	O
How	O	O
many	O	O
Social	O	O
Security	O	O
Numbers	O	O
are	O	O
prime	O	O
?	O	O
If	O	O
you	O	O
like	O	O
puzzles	O	O
,	O	O
math	O	O
,	O	O
estimation	O	O
,	O	O
or	O	O
just	O	O
a	O	O
little	O	O
friendly	O	O
competition	O	O
,	O	O
meet	O	O
us	O	O
at	O	O
6	O	O
PM	O	O
on	O	O
Tuesday	O	O
September	O	O
30th	O	O
in	O	O
Lewis	LOCATION	LOCATION
Library	LOCATION	LOCATION
121	LOCATION	LOCATION
(	O	O
in	O	O
Princeton's	O	O
Math	O	O
Department	O	O
)	O	O
.	O	O
Food	O	O
and	O	O
beverages	O	O
will	O	O
be	O	O
provided	O	O
.	O	O
Hey	O	O
Colonial	O	O
,	O	O
Check	O	O
out	O	O
some	O	O
information	O	O
about	O	O
Keystone	O	O
Strategy	O	O
below	O	O
!	O	O
_________________________________________________________________	O	O
Keystone	O	O
Strategy	O	O
will	O	O
be	O	O
returning	O	O
to	O	O
Princeton	O	O
University	O	O
this	O	O
fall	O	O
,	O	O
looking	O	O
to	O	O
hire	O	O
highly	O	O
qualified	O	O
candidates	O	O
for	O	O
full	O	O
-	O	O
time	O	O
Associate	O	O
positions	O	O
at	O	O
our	O	O
firm	O	O
.	O	O
We	O	O
would	O	O
like	O	O
to	O	O
invite	O	O
members	O	O
of	O	O
your	O	O
organization	O	O
to	O	O
our	O	O
information	O	O
session	O	O
on	O	O
Tuesday	O	O
,	O	O
September	O	O
23	O	O
,	O	O
7	O	O
-	O	O
8pm	O	O
at	O	O
Lewis	LOCATION	LOCATION
Library	LOCATION	LOCATION
Room	LOCATION	LOCATION
121	LOCATION	O
,	O	O
and	O	O
learn	O	O
more	O	O
about	O	O
our	O	O
company	O	O
and	O	O
meet	O	O
additional	O	O
members	O	O
of	O	O
our	O	O
team	O	O
.	O	O
We	O	O
hope	O	O
to	O	O
use	O	O
this	O	O
opportunity	O	O
to	O	O
share	O	O
with	O	O
you	O	O
the	O	O
extraordinary	O	O
impact	O	O
Keystone	O	O
delivers	O	O
to	O	O
its	O	O
clients	O	O
and	O	O
the	O	O
skills	O	O
you	O	O
could	O	O
develop	O	O
as	O	O
an	O	O
Associate	O	O
at	O	O
our	O	O
firm	O	O
.	O	O
You	O	O
can	O	O
find	O	O
additional	O	O
details	O	O
about	O	O
the	O	O
info	O	O
session	O	O
at	O	O
our	O	O
Facebook	O	O
event	O	O
http	O	O
on	O	O
.	O	O
fb	O	O
.	O	O
me	O	O
Xx9khd	O	O
.	O	O
Keystone	O	O
Strategy	O	O
is	O	O
a	O	O
highly	O	O
differentiated	O	O
strategy	O	O
and	O	O
economics	O	O
consulting	O	O
firm	O	O
which	O	O
partners	O	O
with	O	O
renowned	O	O
though	O	O
leaders	O	O
in	O	O
business	O	O
and	O	O
economics	O	O
from	O	O
top	O	O
institutions	O	O
like	O	O
Harvard	O	O
,	O	O
MIT	O	O
and	O	O
Stanford	O	O
.	O	O
We	O	O
serve	O	O
Fortune	O	O
100	O	O
clients	O	O
in	O	O
high	O	O
tech	O	O
,	O	O
internet	O	O
,	O	O
online	O	O
advertising	O	O
,	O	O
mobile	O	O
communications	O	O
and	O	O
other	O	O
industries	O	O
whose	O	O
businesses	O	O
are	O	O
built	O	O
on	O	O
cutting	O	O
-	O	O
edge	O	O
science	O	O
and	O	O
technology	O	O
.	O	O
Princeton	O	O
alums	O	O
have	O	O
a	O	O
strong	O	O
presence	O	O
at	O	O
Keystone	O	O
Strategy	O	O
,	O	O
and	O	O
we	O	O
hope	O	O
to	O	O
continue	O	O
this	O	O
trend	O	O
!	O	O
Thanks	O	O
so	O	O
much	O	O
.	O	O
Hey	O	O
,	O	O
just	O	O
so	O	O
you	O	O
know	O	O
,	O	O
there's	O	O
going	O	O
to	O	O
be	O	O
an	O	O
info	O	O
session	O	O
tonight	O	O
for	O	O
those	O	O
interested	O	O
in	O	O
Microsoft	O	O
opportunities	O	O
(	O	O
mostly	O	O
full	O	O
-	O	O
time	O	O
I	O	O
think	O	O
,	O	O
but	O	O
maybe	O	O
some	O	O
internships	O	O
)	O	O
.	O	O
I	O	O
really	O	O
enjoyed	O	O
working	O	O
there	O	O
this	O	O
summer	O	O
,	O	O
and	O	O
I	O	O
thought	O	O
I'd	O	O
pass	O	O
this	O	O
along	O	O
.	O	O
Attached	O	O
is	O	O
a	O	O
flyer	O	O
from	O	O
the	O	O
Microsoft	O	O
recruiter	O	O
.	O	O
The	O	O
info	O	O
session	O	O
is	O	O
at	O	O
7	O	O
at	O	O
Lewis	LOCATION	O
Library	LOCATION	O
.	O	O
Hope	O	O
to	O	O
see	O	O
you	O	O
there	O	O
!	O	O
Mattie	O	O

